model_name,trained_on,dataset,valid_loss,valid_accuracy,train_loss,train_accuracy
mlp,FashionMNIST,MNIST,tensor(2.3812),0.0,tensor(2.4765),tensor(0.2121)
mlp,FashionMNIST,FashionMNIST,tensor(1.4081),1.0,tensor(2.3163),tensor(0.4141)
mlp,FashionMNIST,KMNIST,tensor(1.8253),1.0,tensor(2.4714),tensor(0.3030)
mlp,FashionMNIST,CIFAR10,tensor(2.0391),1.0,tensor(2.9535),tensor(0.1515)
mlp,FashionMNIST,SVHN,tensor(2.1960),0.0,tensor(2.7648),tensor(0.1616)
mlp,FashionMNIST,MNIST,tensor(1.7947),0.0,tensor(2.3964),tensor(0.3737)
mlp,FashionMNIST,FashionMNIST,tensor(2.3026),0.0,tensor(2.4521),tensor(0.1515)
mlp,FashionMNIST,KMNIST,tensor(2.4008),0.0,tensor(2.6204),tensor(0.1515)
mlp,FashionMNIST,CIFAR10,tensor(2.3026),0.0,tensor(2.5024),tensor(0.1313)
mlp,FashionMNIST,SVHN,tensor(2.3026),0.0,tensor(2.4579),tensor(0.0505)
mlp,FashionMNIST,MNIST,tensor(2.3343),0.0,tensor(2.6540),tensor(0.2727)
mlp,FashionMNIST,FashionMNIST,tensor(1.7208),1.0,tensor(2.2816),tensor(0.3232)
mlp,FashionMNIST,KMNIST,tensor(2.1949),0.0,tensor(2.8009),tensor(0.2424)
mlp,FashionMNIST,CIFAR10,tensor(2.2953),0.0,tensor(2.9635),tensor(0.1212)
mlp,FashionMNIST,SVHN,tensor(2.3829),0.0,tensor(3.0430),tensor(0.1212)
mlp,FashionMNIST,MNIST,tensor(2.3026),0.0,tensor(2.6809),tensor(0.0404)
mlp,FashionMNIST,FashionMNIST,tensor(2.7459),0.0,tensor(2.4637),tensor(0.4141)
mlp,FashionMNIST,KMNIST,tensor(4.2298),0.0,tensor(2.1746),tensor(0.3939)
